time,open,high,low,close,volume,Volume MA
1320240600,12.14476223,12.15538226,11.9935948,12.0634057,328255052,565663058.2
1320327000,12.11379966,12.24523227,12.00118394,12.23521994,441524796,547110249.4
1320413400,12.20364966,12.24644768,12.11652713,12.14931282,302228240,535440799.6
1320676200,12.13929369,12.14202796,12.02455057,12.13383111,270274636,526828854.8
1320762600,12.2091114,12.38486852,12.18938337,12.33113939,400439768,516566707.4
1320849000,12.0500514,12.16904084,11.96687855,11.9987531,558684332,513386688.2
1320935400,12.05187453,12.05733626,11.60018687,11.69337885,744981736,529326600.2
1321021800,11.73557681,11.79901399,11.54281913,11.67517053,653784524,533347449
1321281000,11.64177712,11.69429084,11.48028629,11.51246427,433062432,520698408.4
1321367400,11.55921198,11.82329941,11.51822944,11.80296453,430979704,498167330.4
1321453800,11.81571112,11.87307886,11.66606254,11.67972112,349208368,460428068.2
1321540200,11.65573913,11.67395511,11.39832885,11.4563043,480121184,456957632.8
1321626600,11.50214087,11.53462313,11.37950517,11.3813283,372075432,444499271
1321885800,11.24351517,11.28237031,11.10722089,11.20132486,448202804,441791571.8
1321972200,11.26233886,11.47208944,11.25990802,11.42898799,409297744,440726394.8
1322058600,11.36827743,11.40865226,11.13666461,11.14000659,428642264,439343488.8
1322231400,11.18341232,11.26628089,11.02860628,11.03619457,254759456,427338777.8
1322490600,11.30271369,11.43536086,11.24139541,11.41715254,346643732,428528997.4
1322577000,11.40865226,11.4994134,11.23744573,11.3285103,376031836,428049310.8
1322663400,11.57408598,11.60401076,11.48332483,11.60170657,406067240,421763264
1322749800,11.61202997,11.80812198,11.55769313,11.77564056,387179792,424709501
1322836200,11.83331938,11.94866257,11.79537539,11.82936885,379273508,421596936.6
1323095400,11.94441626,12.03305084,11.85025279,11.92984654,357368836,424353966.4
1323181800,11.91466911,11.97901743,11.81965315,11.86731285,283804332,425030451.2
1323268200,11.83635028,11.86700942,11.74020135,11.8108571,305000048,420258465.2
1323354600,11.88249028,12.00543025,11.84545827,11.85850914,376356580,411142077.6
1323441000,11.92499252,11.96111253,11.86974368,11.94836594,297143408,388750161.2
1323700200,11.88947171,11.95685942,11.82178056,11.89433338,301065820,371114226
1323786600,11.92954226,12.00239171,11.75045081,11.80235682,339137092,366417959
1323873000,11.73830428,11.75894344,11.4645003,11.54069257,407155068,365226727.2
1323959400,11.63601111,11.64845427,11.48362826,11.50274858,256448756,360588746.6
1324045800,11.54585768,11.66089744,11.52187569,11.56588913,421578052,357661590
1324305000,11.60990257,11.68215196,11.54949628,11.60201,235527916,350834214.2
1324391400,11.77048226,12.02364623,11.75530483,12.01908883,337403276,345294237.8
1324477800,12.04155112,12.06007053,11.89949083,12.03411752,262946944,337976697.8
1324564200,12.05096254,12.11561514,12.02364623,12.09801452,202356648,326662417
1324650600,12.13261569,12.25100508,12.12670264,12.24311251,269608124,327404850.4
1324996200,12.23613193,12.41795849,12.23370109,12.34024737,265234744,323334401
1325082600,12.35117084,12.39245766,12.18270622,12.22216227,228857136,315975666
1325169000,12.24523227,12.31353112,12.15750967,12.29744935,216156380,306480123
1325255400,12.24857424,12.33265908,12.24796653,12.2938031,179775044,296109885.6
1325601000,12.42736226,12.52146623,12.41522338,12.48291452,302259096,292259165
1325687400,12.44557908,12.58763853,12.42372366,12.54999796,260244720,287402959.2
1325773800,12.59583452,12.70511592,12.52662453,12.68933078,271267432,286776114.2
1325860200,12.74214793,12.83260564,12.72545165,12.82197881,318385908,287445407.2
1326119400,12.91608192,12.98438078,12.7901119,12.80164308,394023616,288328759
1326205800,12.92853274,12.9312602,12.79466164,12.84747964,258327276,286387952.4
1326292200,12.83047908,12.83564419,12.72818592,12.8265362,215192476,282094285.2
1326378600,12.8183402,12.83715624,12.71118536,12.79131967,212723856,275773623.4
1326465000,12.74002137,12.76278794,12.7084511,12.74336335,226159164,266723828.2
1326810600,12.87661908,12.93095592,12.83897936,12.89179651,242896404,266046210.6
1326897000,12.96039964,13.03659107,12.94036819,13.0256676,276791336,258806874.8
1326983400,13.05723023,13.09423334,12.94674106,12.98438078,261738016,260117379.8
1327069800,12.97648821,12.97679249,12.74154022,12.75823735,413969352,263945683.6
1327329000,12.83017481,13.0056285,12.81894791,12.97402848,306062060,266101439.4
1327415400,12.90394304,12.90394304,12.73547078,12.76157252,547637984,283365506.2
1327501800,13.79455646,13.79485989,13.46945419,13.55839305,958264444,317798322.2
1327588200,13.61000243,13.6230533,13.45154249,13.49677135,324231140,320748142
1327674600,13.48797444,13.61364104,13.47066961,13.57721674,299886848,324299627.6
1327933800,13.52955704,13.77816361,13.51984135,13.75115073,379328640,332458240.6
1328020200,13.82946871,13.9099073,13.75297386,13.85648159,391912328,343065104.8
1328106600,13.91506475,13.93267302,13.82825329,13.84767789,270042544,341454277.2
1328193000,13.83887333,13.87742504,13.78059445,13.81520327,186794428,337781762.6
1328279400,13.88137472,13.96333215,13.82855757,13.95361646,286868264,338561804.2
1328538600,13.91415361,14.11449958,13.90872163,14.0838413,249682604,335126639
1328625000,14.12269643,14.25929414,14.10239045,14.23137012,316221368,331236526.6
1328711400,14.28206071,14.47299526,14.25777444,14.46965243,407877496,338714037.6
1328797800,14.59350355,15.07888124,14.58743411,14.97020755,884215348,372165181.2
1328884200,14.90312412,15.10529321,14.82997124,14.97779584,631300724,393094024.6
1329143400,15.16326866,15.29379693,15.08920464,15.25646149,517207108,407646421.8
1329229800,15.31898668,15.46773092,15.23824552,15.46469238,461932532,418598228.2
1329316200,15.61039892,15.9755709,15.08312755,15.10680526,1506113440,480064333.4
1329402600,14.91951696,15.32596811,14.77168386,15.24461839,944550704,514204967.8
1329489000,15.27194235,15.41339408,15.18664294,15.24189092,535789268,520295963.6
1329834600,15.3863744,15.62831062,15.30260149,15.62831062,605586396,535272180.4
1329921000,15.57458148,15.64773436,15.45285777,15.57336607,483295712,532055066.8
1330007400,15.63529205,15.71875303,15.4659078,15.67505152,568026040,512543146.6
1330093800,15.77461637,15.87266323,15.74335038,15.85778923,415280004,517095589.8
1330353000,15.82440347,16.04265434,15.67171635,15.95948148,547581984,529480346.6
1330439400,16.02626149,16.25240492,15.9622166,16.25240492,600386456,540533237.4
1330525800,16.43909316,16.62274285,16.26120948,16.46580261,952002296,568537735.8
1330612200,16.63973661,16.64095203,16.35440146,16.52742432,683253544,589198285.8
1330698600,16.52044289,16.59815401,16.46823345,16.54897462,431710784,601444103.6
1330957800,16.55625948,16.61879317,15.96676719,16.18410607,809121512,627556766
1331044200,15.89573322,16.20019549,15.66992297,16.09608004,810239272,655584599.4
1331130600,16.29460288,16.32435003,15.88480976,16.10913006,798519132,679699487.6
1331217000,16.23055034,16.48249889,16.15254344,16.45214403,516443268,685127776.2
1331303400,16.51953175,16.62668574,16.48614514,16.54867119,418899344,661861976
1331559000,16.66438495,16.75599859,16.60422345,16.75599859,407280536,650660966.6
1331645400,16.92416657,17.24714144,16.86982973,17.24471825,690851184,659343170.4
1331731800,17.54674968,18.05276653,17.46630429,17.89674422,1418840264,707188557
1331818200,18.20120649,18.21334537,17.5619271,17.77471624,1159672452,689866507.6
1331904600,17.7492154,17.8852054,17.54523083,17.77502052,825488312,683913388
1332163800,18.16356677,18.26677108,17.88065566,18.24643534,901236228,702185736
1332250200,18.19816794,18.4224891,17.66665111,18.39395737,816668976,712739865
1332336600,18.29621479,18.50596538,18.25583996,18.28892993,644042308,720777194.8
1332423000,18.14565423,18.34963965,18.07735537,18.19301049,624132272,723582506.4
1332509400,18.22791594,18.26768221,18.04308058,18.09314051,430487744,724342893.4
1332768600,18.20666822,18.43007739,18.06915937,18.42491993,595737552,726750671.8
1332855000,18.40063452,18.70722334,18.39699506,18.65258306,607129308,727087814.4
1332941400,18.7709648,18.86415678,18.52600448,18.7479016,655460044,712260701.8
1333027800,18.60098049,18.71572362,18.43250822,18.5123459,608238560,708509952.6
1333114200,18.47925678,18.53359362,18.1505091,18.19938336,731038168,723476321.8
1333373400,18.2685942,18.78280705,18.22457312,18.77855309,598346260,712937559.2
1333459800,19.04173703,19.1907779,18.89633476,19.10305445,834554496,714153320.4
1333546200,18.9521913,18.99802702,18.72907792,18.95097589,572980924,702876410
1333632600,19.03202133,19.26514619,18.92334764,19.2353982,641275904,709118041.8
1333978200,19.00621622,19.42239071,18.98102646,19.31280589,597536724,718049910.8
1334064600,19.42511818,19.54866502,19.00227418,19.0763382,889690808,742170424.4
1334151000,19.3118939,19.33223728,18.92159846,19.00834363,696612024,742458466.4
1334237400,18.97191848,19.16406845,18.83532077,18.90422733,614329124,702232909.4
1334323800,18.94490559,18.96281049,18.31958822,18.37179851,859645208,687231547.2
1334583000,18.51841534,18.52509334,17.55281912,17.60988343,1050785048,698496384
1334669400,17.57376256,18.51659307,17.36036572,18.50748423,1025486912,704708918.2
1334755800,18.62951222,18.82773248,18.29530281,18.46620591,954530808,711602009.8
1334842200,18.21971909,18.35667973,17.74314596,17.83178055,834714432,721135616
1334928600,17.9513777,18.04973563,17.31513686,17.39284713,1030976260,741477815.4
1335187800,17.32090967,17.504856,16.89624255,17.353992,966518852,768279370.8
1335274200,17.07806911,17.23226744,16.84706401,17.00733942,1076400372,792312511.8
1335360600,18.68764405,18.75943362,18.39517279,18.51659307,905711752,807241634
1335447000,18.64620934,18.65895594,18.27769454,18.44677451,536065688,801271916.2
1335533400,18.36694448,18.40063452,18.22821937,18.30410736,406770404,791198508.4
1335792600,18.14626193,18.16447111,17.69700597,17.72675311,506140600,779953630
1335879000,17.75467713,18.11469166,17.64327683,17.67059314,610998688,780586251.4
1335965400,17.6132254,17.83056513,17.57133937,17.78746368,427624516,760239752.4
1336051800,17.9246691,17.95198541,17.61504853,17.66118853,390548644,751118138.4
1336138200,17.51730596,17.55616194,17.15577258,17.15820342,529990352,745553860.8
1336397400,17.04437143,17.38647426,17.03617543,17.28660428,460293328,738691691
1336483800,17.28964283,17.34792256,16.96028744,17.24714144,497251376,719069719.4
1336570200,17.11115144,17.42313569,17.02464426,17.27749629,480704032,708274319.8
1336656600,17.44141881,17.48087401,17.25506375,17.31817541,333271312,694221429.2
1336743000,17.15061428,17.43807599,17.13088711,17.20252029,399545752,671216456.4
1337002200,17.0768537,17.22680571,16.9259897,16.94480658,352624792,636308443.6
1337088600,17.04285258,17.09658172,16.74840945,16.79151175,476307356,608849465.8
1337175000,16.818228,16.90443175,16.42330802,16.57614304,560896112,589167731
1337261400,16.55292515,16.61940088,16.09183288,16.09183288,717219596,583292989.2
1337347800,16.20839233,16.49524548,15.85080865,16.09971865,732290780,568358715.2
1337607000,16.22478518,17.04558685,16.2111266,17.03769428,631091956,551587370.4
1337693400,17.28873169,17.42016429,16.77360685,16.90686258,694787764,532506740
1337779800,16.92295115,17.3873854,16.79333487,17.31939083,584898184,516466061.6
1337866200,17.48057738,17.49969769,17.03617543,17.16032998,496198576,514472706
1337952600,17.13817197,17.1764194,16.95245437,17.06835342,328466592,510557515.4
1338298200,17.32970658,17.42381055,17.16002655,17.37129683,380505736,504275772.2
1338384600,17.278104,17.60563711,17.19797055,17.58074314,529421392,500196907.4
1338471000,17.62840283,17.65147283,17.34670714,17.53703398,491910760,503411219.6
1338557400,17.27688858,17.38282801,17.01462428,17.02889057,520981064,509932840.6
1338816600,17.04437143,17.22650228,16.64975573,17.12906398,556989100,511282778
1338903000,17.03739085,17.19523543,16.94814856,17.08474626,388213948,507678809
1338989400,17.23469827,17.41925995,17.16579171,17.34670714,401449420,502888711.2
1339075800,17.52367968,17.52459082,17.3175677,17.35459971,379973060,497852162.6
1339162200,17.3509611,17.62366695,17.27203456,17.61565624,347491824,498563188.2
1339421400,17.84028082,17.86395853,17.32150973,17.33790258,591263372,508149069.2
1339507800,17.43777256,17.50334395,17.20221686,17.48937429,435580248,512296842
1339594200,17.43959569,17.55980055,17.31392144,17.36795401,293773240,503170136.2
1339680600,17.34002999,17.40863227,17.21921742,17.34883369,345841476,492417404.4
1339767000,17.33274513,17.44263423,17.28873169,17.42775258,335253852,473319117.2
1340026200,17.33152971,17.84543913,17.31362481,17.78139339,440411572,458725156.8
1340112600,17.70914485,17.90949167,17.70004451,17.83086856,361404116,445240764.8
1340199000,17.85515482,17.8867251,17.63022596,17.78020772,359158988,428459326
1340285400,17.77106998,17.85545825,17.52822942,17.53521085,326505384,415539686
1340371800,17.5768011,17.67241627,17.466912,17.6696888,284745528,404967033.6
