time,open,high,low,close,volume,Volume MA
1340631000,17.52398311,17.5998711,17.31362481,17.32560816,304354956,403761451.8
1340717400,17.34276425,17.4386837,17.22134397,17.36385558,276750316,398573680.8
1340803800,17.45416541,17.50698255,17.36066915,17.43898798,203059252,382255573.8
1340890200,17.35308001,17.42381055,17.16913454,17.27355426,283042424,371812157
1340976600,17.54523083,17.72736082,17.43139884,17.72736082,421440572,366835132.4
1341235800,17.74951968,18.01482253,17.71522194,17.98598652,400091532,358990254
1341322200,18.05762055,18.21304194,18.03091195,18.1951294,241712872,351665200.2
1341495000,18.2300425,18.64833675,18.20241426,18.51476994,484381220,355811790.2
1341581400,18.42826191,18.4692368,18.26100506,18.39152653,419029068,357764590.6
1341840600,18.37392507,18.6349748,18.3378042,18.63467052,379401244,359360061.6
1341927000,18.75852164,18.81620045,18.37422934,18.46225622,511957884,355394787.2
1342013400,18.39881819,18.44555909,18.12865367,18.34751309,469317988,357081674.2
1342099800,18.2203268,18.3183728,17.99084054,18.17964854,427989076,363792466
1342186200,18.30258767,18.4312928,18.21304194,18.36390594,311618104,362081297.4
1342445400,18.36846333,18.56577161,18.36542479,18.42279253,301305668,360383888.2
1342531800,18.5405742,18.56212535,18.30865711,18.42370452,293812384,353053928.8
1342618200,18.41308448,18.46620591,18.32110792,18.40306535,252699804,347618713.2
1342704600,18.5554482,18.67899504,18.39517279,18.64772904,436858732,351503700.4
1342791000,18.60856963,18.65136765,18.32535423,18.34357021,397470252,355051943.8
1343050200,18.04305083,18.39213424,17.83997654,18.32930392,487975524,365213443.6
1343136600,18.43705882,18.50687652,18.16781308,18.24096596,565132852,378252338.4
1343223000,17.43777256,17.63022596,17.30239027,17.45325342,877258348,408277740
1343309400,17.59865568,17.61807943,17.31332138,17.45051915,406810752,418465315
1343395800,17.45446884,17.78291308,17.35065682,17.7625697,404053424,424515865
1343655000,17.93741569,18.19604139,17.84331937,18.06217794,379140284,422400850.6
1343741400,18.31108794,18.56819479,18.29560709,18.53966306,462327164,425512632.2
1343827800,18.69584005,18.71086194,18.30410736,18.41976163,384499324,432651954.8
1343914200,18.29925334,18.53753566,18.22063108,18.44950878,332249088,425045348.2
1344000600,18.62677795,18.75882592,18.56394848,18.68961507,344914732,421339631.4
1344259800,18.73788247,18.9679093,18.67626077,18.89755018,302320360,417485587.2
1344346200,18.90422733,18.97191848,18.76064819,18.84788972,290510228,406413204.4
1344432600,18.80162309,18.93791736,18.73211646,18.81589702,244704592,395182534.6
1344519000,18.83540738,18.95368707,18.83388116,18.92320188,221810536,384873607.6
1344605400,18.86162034,18.95460212,18.8613156,18.95277116,195060344,379045719.6
1344864600,19.00428971,19.20580231,19.00002517,19.20580231,278830184,377921945.4
1344951000,19.26281287,19.46828442,19.21220254,19.25732,340167636,380239708
1345037400,19.24543459,19.32774391,19.13720936,19.23110704,257509368,380480186.2
1345123800,19.24268773,19.41188333,19.2210449,19.39908201,254777068,371376103
1345210200,19.51065588,19.76032985,19.47437992,19.7578954,442760072,373640594
1345469400,19.81581504,20.27736079,19.81245871,20.27736079,613383396,379910987.6
1345555800,20.4502183,20.57398318,19.82557245,20.00031298,812705964,392289643.2
1345642200,19.95025322,20.39473226,19.7578954,20.3907733,565323252,376692888.4
1345728600,20.30663303,20.42216671,20.15541919,20.20053666,420118664,377358284
1345815000,20.10542602,20.40936454,19.98470505,20.21858501,437336916,379022458.6
1346074200,20.72976714,20.7565981,20.53313709,20.59837286,426914772,381411183
1346160600,20.57695282,20.61118186,20.4457378,20.57154959,267377528,371663701.2
1346247000,20.58526596,20.6590385,20.50448286,20.5308819,202804536,362578961.8
1346333400,20.44472544,20.47259095,20.20733978,20.23827908,302691444,361101079.6
1346419800,20.34138276,20.38254126,20.03652919,20.2801068,338318764,360771281.2
1346765400,20.29595971,20.58190963,20.25754807,20.57672918,367890824,364049804.4
1346851800,20.59502337,20.61880359,20.41302645,20.43222885,336362264,366342406.2
1346938200,20.52185431,20.67794301,20.44960799,20.61636231,391383072,373676330.2
1347024600,20.67062687,20.80567537,20.60111887,20.74348351,329664880,379069047.4
1347283800,20.7437891,20.83036979,20.18438584,20.20389383,487996132,393715836.8
1347370200,20.27614784,20.42826904,20.01366487,20.13835333,503940020,404971328.6
1347456600,20.32919176,20.42216671,19.99842228,20.41881721,712218568,423573875.2
1347543000,20.64989909,20.89774125,20.57063368,20.82091797,598359252,440616369.4
1347629400,21.03355628,21.24771314,20.97059875,21.07394826,600473816,457901206.8
1347888600,21.31996714,21.33368437,21.17546681,21.33310393,398030336,455664720
1347975000,21.33611796,21.41081324,21.23063959,21.39800424,373503096,443670705
1348061400,21.34770632,21.46141674,21.32667296,21.40380183,326860284,419378421
1348147800,21.31416955,21.34161082,21.14528636,21.30014759,336568092,407940663
1348234200,21.41324683,21.4943432,21.3203248,21.34267525,571588984,415514179
1348493400,20.93920534,21.19101499,20.82152829,21.0590104,639745532,425634609.8
1348579800,20.98188153,21.11967604,20.51667386,20.53313709,518762116,430226977
1348666200,20.38680581,20.50722204,20.15694456,20.27827584,576704256,445693313.4
1348752600,20.25114784,20.7962227,20.13103719,20.77031447,594088912,465257532.2
1348839000,20.69196496,20.76391424,20.32614016,20.336962,535108756,476878397.8
1349098200,20.46057835,20.63099459,20.01366487,20.10176411,543584028,487141661
1349184600,20.17554433,20.31394916,19.83532218,20.16030174,627991344,500146687
1349271000,20.26852612,20.48192413,20.20053666,20.46941986,424279272,504542537.4
1349357400,20.46332436,20.55478077,20.28955948,20.32766639,370755592,503511163.4
1349443800,20.27888616,20.3032767,19.85453227,19.89447013,594005136,516728176.2
1349703000,19.72039198,19.74112744,19.3920706,19.4548651,637979964,524227367.8
1349789400,19.46949738,19.52559374,19.00917226,19.38414415,838596356,540960184.6
1349875800,19.50272942,19.66247235,19.41919947,19.53839506,510356284,530867070.4
1349962200,19.7088113,19.73014939,19.14788267,19.14788267,546080736,528253144.6
1350048600,19.19238982,19.36980978,19.06252176,19.19708628,460015092,521230208.4
1350307800,19.277446,19.36218805,19.01831935,19.35091296,432500248,522953704
1350394200,19.36951187,19.8246574,19.23628749,19.80918348,549771812,531767139.8
1350480600,19.7810653,19.90056563,19.63259748,19.65130139,389310960,534889673.6
1350567000,19.49815929,19.57345721,19.20580231,19.28627982,476622300,541892384
1350653400,19.23781286,19.25976128,18.58451278,18.59121859,744084840,550517176.8
1350912600,18.669866,19.36980978,18.61926336,19.32865896,546729888,545866394.6
1350999000,19.23628749,19.32469232,18.64791759,18.69838708,707145408,555285559.2
1351085400,18.94484471,19.10062867,18.61560145,18.80431187,558527532,554376723
1351171800,18.90094788,18.96191911,18.46043549,18.5820126,656326032,557488579
1351258200,18.57871518,18.71803591,18.0168715,18.41318149,1018424184,581654350.4
1351690200,18.13515119,18.35099048,17.916268,18.14857051,510002364,579975267.2
1351776600,18.23697533,18.3826963,18.11350751,18.18575384,361448104,566648105.2
1351863000,18.16594196,18.19825811,17.52148338,17.58397998,599373076,575402795.4
1352125800,17.78868501,17.91840368,17.60836966,17.82240787,529285200,583329275.8
1352212200,17.99339687,18.00894505,17.6842779,17.76840366,374916536,572374845.8
1352298600,17.5734881,17.59508143,17.01964255,17.08860796,793649368,580158316
1352385000,17.16908775,17.21808991,16.39306377,16.46839948,1056146272,591035811.8
1352471400,16.55016465,16.99299602,16.34498084,16.75351687,929906912,612013343.2
1352730600,16.97064038,16.98136245,16.49595838,16.62397488,515802624,610499437.6
1352817000,16.50392104,16.85825079,16.4258345,16.62605344,533211028,614159234.4
1352903400,16.70574006,16.76545657,16.42031655,16.4417521,477168412,616392642.6
1352989800,16.46166303,16.52199265,16.00505265,16.09692592,789910356,628399569.8
1353076200,16.08405841,16.23105891,15.48841104,16.1599472,1266892400,672278641.8
1353335400,16.55903968,17.37948253,16.53362623,17.32527626,823172596,689606156.6
1353421800,17.51453475,17.51576097,16.98381487,17.17776813,642752064,684539517.8
1353508200,17.27995273,17.37550463,17.04567682,17.20185762,373227352,675864391
1353681000,17.36937358,17.5172933,17.22942508,17.50198109,272826588,654148450
1353940200,17.63672633,18.06853723,17.56966026,18.05414424,630578548,657751000.8
1354026600,18.05475735,18.08139701,17.76535594,17.90867694,533314516,651600425
1354113000,17.67868592,17.93991447,17.52525596,17.85232522,521060360,626732233.8
1354199400,18.07512361,18.19869146,17.92306992,18.04894013,514698752,626967053.2
1354285800,17.97023277,18.0195342,17.84436256,17.92398915,391300276,628459661.8
1354545000,18.18031372,18.20910654,17.9307256,17.95185503,364276752,616704845.6
1354631400,17.81741592,17.81741592,17.5212712,17.63505936,557929900,618137080.6
1354717800,17.42266062,17.43307571,16.49963701,16.50031786,1044638484,651623178
1354804200,16.19859431,16.9449208,15.8828525,16.75916173,1177208536,670801136.4
1354890600,16.94767164,17.002798,16.23105891,16.33058871,787768016,657382223.6
1355149800,16.07793507,16.49167435,15.97320115,16.22557097,630483124,642411034.2
1355236200,16.53026144,16.83007793,16.4567659,16.57980982,592344400,646238123
1355322600,16.77525854,16.78230197,16.42307595,16.50668044,487132836,643934213.4
1355409000,16.26627348,16.46502697,16.10243615,16.22156305,625258992,651338742.4
1355495400,15.76403258,15.86760803,15.48320693,15.61225586,1009578864,662322167.8
1355754600,15.58579541,15.92481209,15.34998717,15.88898356,758945012,636924798.4
1355841000,16.07793507,16.38111636,15.93246863,16.35049193,625668912,627049614.2
1355927400,16.27607546,16.34436773,16.09324728,16.11805535,449362172,617380119.6
1356013800,16.23105891,16.23718225,15.89050903,15.97779987,481687840,622803144
1356100200,15.69420796,15.91470313,15.62591569,15.90429577,596518868,638987758
1356359400,15.93553416,16.05496718,15.88530492,15.92995618,175748080,616246234.6
1356532200,15.89418767,15.90827367,15.65286919,15.71042483,302436392,604702328.4
1356618600,15.72697783,15.80997007,15.45502722,15.77352843,455119116,601405266.2
1356705000,15.62744802,15.75576379,15.56099506,15.60598246,354277352,593384196.2
1356964200,15.63479758,16.39642857,15.58794085,16.29760105,659491600,606793762.4
1357137000,16.96053914,16.99667466,16.5872194,16.81384649,560500080,616604928.8
1357223400,16.77862334,16.83344272,16.56792929,16.60149233,352964208,606356644.2
1357309800,16.44436144,16.49534527,16.10331079,16.13918478,594328144,583841127.2
1357569000,15.9860618,16.2096225,15.77781245,16.04424512,484153188,549188359.8
1357655400,16.20686395,16.2889361,15.96309305,16.08743092,458707516,532735334.8
1357741800,16.00137401,16.07809971,15.80200741,15.83600349,407600240,521591190.6
1357828200,16.18665461,16.19185786,15.78761443,16.03230456,601141784,522031059.8
1357914600,15.95543652,16.08773705,15.89480077,15.93400096,350755368,515212186.4
1358173800,15.39439147,15.54200422,15.26668881,15.36591249,734178204,520658147
1358260200,15.26025934,15.28138791,14.80333425,14.88112238,876772716,514017839.6
1358346600,15.14816815,15.60141375,15.08263442,15.49882613,690801008,510610639.4
1358433000,15.62806113,15.64153402,15.37448826,15.39439147,453650768,502009732.2
1358519400,15.26687574,15.38030547,15.20206745,15.31231932,473149400,503199093.6
1358865000,15.4519694,15.55363779,15.20911088,15.45839973,461545124,502191957.8
1358951400,15.58212449,15.77138213,15.45839973,15.74121389,861504412,515441235
1359037800,14.08733377,14.26281239,13.78874349,13.79640003,1460853300,579696496
1359124200,13.83284081,13.97187865,13.32171802,13.47116237,1207975412,624973447
1359383400,13.40823112,13.87939141,13.34805842,13.7758837,785516368,641493309.6
1359469800,14.04139714,14.09345711,13.8460153,14.03435371,571072440,652333064
1359556200,13.99545964,14.16696122,13.91889858,13.99025639,417153712,640216169.6
1359642600,13.99484654,14.06528511,13.93359769,13.94921603,319333204,628157825.8
1359729000,14.060081,14.07140846,13.73056017,13.89195194,539468696,637483050.2
1359988200,13.90082697,13.9629959,13.53609071,13.54576492,477115548,631622420.4
1360074600,13.59887189,14.07937111,13.54282715,14.02130699,573346940,636082108
1360161000,13.9792282,14.28639425,13.8601013,14.00618171,593704528,642831958.6
1360247400,14.26954487,14.47746663,13.98831593,14.42263566,704581056,657680999.4
1360333800,14.60067911,14.74884337,14.42356111,14.63086533,633156344,659281727.4
1360593000,14.67768637,14.93766274,14.5775765,14.78333945,517434692,667615693.6
1360679400,14.77040385,14.85880544,14.40797164,14.41277656,609051680,661359367.4
1360765800,14.39152399,14.58958578,14.26862028,14.38536496,475205272,641280995.2
1360852200,14.30866561,14.52797997,14.29326416,14.37243023,355506412,624516265.4
1360938600,14.44204596,14.4823923,14.16696828,14.17436067,391925152,621429984.6
1361284200,14.2033213,14.25352674,13.97999895,14.16912709,435777340,619561381.6
1361370600,14.098278,14.098278,13.82444144,13.82598357,476300188,620299134.8
1361457000,13.73819176,13.83583491,13.64023983,13.74004093,447181108,599582969.6
1361543400,13.83830163,13.91069199,13.7566766,13.88635602,330654960,543073052.6
1361802600,13.97999895,14.01911969,13.63253868,13.63962315,372578228,501303193.4
1361889000,13.67104274,13.90884195,13.48129016,13.82967588,501496628,487102206.4
1361975400,13.81304107,13.93656146,13.57339182,13.69414535,587348296,487915999.2
1362061800,13.67812635,13.79579648,13.59649357,13.59649357,322515268,483184077
1362148200,13.4917668,13.49730915,13.24472517,13.25981785,552447720,494839802.8
1362407400,13.17757615,13.1898942,12.90650731,12.93885148,582738372,497003286.6
1362493800,12.98289789,13.40520748,12.96041283,13.28058139,638428860,505068952.2
1362580200,13.38426368,13.40705752,13.0737662,13.11172086,460249592,499414084.8
1362666600,13.07592415,13.30725556,12.96996316,13.26326952,468471744,493152445.6
1362753000,13.23918195,13.41259987,13.20252879,13.29832191,391596348,477503210.2
1363008600,13.23764069,13.52287761,13.09563459,13.48776572,474234008,469557093.4
1363095000,13.41784207,13.51886963,13.17049167,13.19697868,465910412,466980879.4
1363181400,13.19759536,13.38395577,13.10241806,13.19451973,405817200,456819155.4
1363267800,13.33251698,13.38826477,13.25920117,13.3223491,303875340,448252658.8
1363354200,13.48960799,13.68366957,13.46866419,13.66610931,643959872,462675331.8
1363613400,13.5980357,14.09119352,13.59033454,14.03759678,606197020,473388925.2
1363699800,14.15403355,14.19931332,13.81519902,13.9997094,526773708,477938743.6
1363786200,14.08996016,14.09642796,13.84877741,13.92547676,308660940,469556781.2
1363872600,13.86817994,14.10721251,13.86448677,13.94549597,383253992,466360425.4
1363959000,14.00248488,14.2341242,13.95720511,14.22826618,395104780,469582916.4
1364218200,14.31390005,14.4759245,14.2242651,14.27971274,501134196,476010714.8
1364304600,14.3370018,14.34932072,14.1857619,14.20442701,294293956,465650581.2
1364391000,14.06039062,14.0708664,13.8838893,13.92547676,331409532,452853643
1364477400,13.85586102,13.91743751,13.60327704,13.6353064,442982756,458877017.4
1364823000,13.61189588,13.66728229,13.17572611,13.21176345,389730316,450741147.2
1364909400,13.17141712,13.49607579,13.13444742,13.23893442,529773520,448092904.6
1364995800,13.28754512,13.46958878,13.25489218,13.30663974,363215268,434332225
1365082200,13.36116107,13.39935723,13.09902676,13.17510943,358658908,429252690.8
1365168600,13.07592415,13.08978433,12.92745111,13.03587882,383694320,425013819.6
1365427800,13.0867087,13.16833372,13.01400957,13.1285963,301059240,420486964.2
1365514200,13.13322183,13.19913663,13.02201863,13.15231559,306752764,412112902
1365600600,13.18681857,13.46281307,13.12243727,13.42060894,375927392,407613751
1365687000,13.35992772,13.49145803,13.28230378,13.37872133,328616756,403753728.8
1365773400,13.37317122,13.37317122,13.21731356,13.23918195,238725380,400496230.8
